ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
211,Mal funcionamiento,2024-01-25,Abierta,"['968-91-5056', '716-83-1508', '599-74-8656']",['MNT-05711'],-1,4992010,MUY URGENTE
212,Mal funcionamiento,2024-08-18,Abierta,['227-47-0723'],['MNT-02469'],-1,3567958,POCO URGENTE
213,Rotura,2023-10-18,Abierta,"['883-80-3294', '981-24-9643', '583-45-2974']","['MNT-01989', 'MNT-08098']",-1,3568954,MUY URGENTE
214,Rotura,2024-10-03,Abierta,"['474-72-2630', '771-65-8952']",['MNT-10744'],-1,5658758,URGENTE
215,Mal funcionamiento,2023-12-15,Abierta,"['459-61-4620', '938-68-2871', '886-72-5197']",['MNT-03502'],-1,58024,MUY URGENTE
216,Vandalismo,2024-09-20,Cerrada,"['179-81-4070', '357-52-5162', '546-47-9408']","['MNT-06097', 'MNT-10096']",-1,4960356,MUY URGENTE
217,Vandalismo,2024-03-30,Cerrada,"['852-71-8158', '255-33-2089']",['MNT-12925'],48,8905846,URGENTE
218,Mal funcionamiento,2023-10-17,Abierta,"['642-31-1706', '964-31-2091', '697-74-4853']",['MNT-12989'],-1,24945,MUY URGENTE
219,Rotura,2024-07-20,Cerrada,"['466-42-2357', '414-12-7610']",['MNT-08837'],50,33202,URGENTE
220,Desgaste,2023-11-10,Abierta,['502-03-2311'],['MNT-00929'],-1,5659024,POCO URGENTE
221,Vandalismo,2023-10-18,Cerrada,['772-34-6496'],"['MNT-05865', 'MNT-08461']",282,22567,POCO URGENTE
222,Vandalismo,2024-05-01,Abierta,"['304-20-0421', '208-20-6478']",['MNT-05497'],-1,24961,URGENTE
223,Rotura,2024-04-19,Abierta,['643-11-2165'],['MNT-01883'],-1,9387365,POCO URGENTE
224,Mal funcionamiento,2024-07-08,Cerrada,"['272-38-0325', '291-56-2499']",['MNT-00345'],81,34211,URGENTE
225,Vandalismo,2024-10-13,Abierta,"['834-86-5253', '007-28-9700']","['MNT-03852', 'MNT-04401']",-1,5658582,URGENTE
226,Desgaste,2024-06-16,Abierta,"['128-84-7974', '166-49-5361', '307-08-9395']",['MNT-10303'],-1,33819,MUY URGENTE
227,Rotura,2023-12-14,Cerrada,"['157-20-3561', '185-71-4779', '441-70-8832']","['MNT-02607', 'MNT-10069', 'MNT-14322']",193,5201933,MUY URGENTE
228,Vandalismo,2023-11-11,Abierta,"['508-02-5955', '308-00-2673']",['MNT-14510'],-1,20784,URGENTE
229,Vandalismo,2024-08-10,Cerrada,['032-05-0417'],['MNT-00615'],-1,22407,POCO URGENTE
230,Desgaste,2023-11-13,Abierta,['560-36-8909'],['MNT-08706'],-1,9296674,POCO URGENTE
231,Mal funcionamiento,2024-10-09,Abierta,['357-57-5210'],['MNT-08787'],-1,9312960,POCO URGENTE
232,Rotura,2024-05-23,Cerrada,"['517-11-2885', '592-25-2140', '544-00-6244']",['MNT-04298'],-1,6777900,MUY URGENTE
233,Desgaste,2024-04-05,Cerrada,['164-70-9305'],['MNT-11228'],-1,9178047,POCO URGENTE
234,Mal funcionamiento,2024-01-04,Cerrada,['034-51-8628'],['MNT-10208'],33,21001,POCO URGENTE
235,Vandalismo,2023-12-29,Abierta,"['545-54-7873', '453-48-9491']",['MNT-05416'],-1,32865,URGENTE
236,Vandalismo,2024-09-04,Cerrada,"['327-17-8193', '766-89-8936']",['MNT-07747'],5,58794,URGENTE
237,Desgaste,2023-12-28,Abierta,"['374-76-8245', '025-82-8686']","['MNT-05054', 'MNT-08978']",-1,33285,URGENTE
238,Vandalismo,2024-01-15,Cerrada,"['950-14-6267', '123-28-9053', '798-12-4017']",['MNT-01922'],56,6777727,MUY URGENTE
239,Rotura,2024-09-09,Cerrada,"['741-10-6313', '594-31-9895', '096-76-3481']",['MNT-00971'],-1,58723,MUY URGENTE
240,Desgaste,2023-11-10,Abierta,['581-11-8603'],['MNT-06404'],-1,58356,POCO URGENTE
241,Rotura,2024-08-02,Abierta,"['660-42-3037', '296-93-9791']",['MNT-14825'],-1,33733,URGENTE
242,Vandalismo,2024-07-21,Cerrada,"['548-80-8732', '859-56-6087', '905-57-1750']",['MNT-14769'],-1,59161,MUY URGENTE
243,Mal funcionamiento,2023-10-28,Abierta,['584-81-3709'],['MNT-02388'],-1,18790,POCO URGENTE
244,Desgaste,2024-08-19,Abierta,"['288-09-7245', '978-00-2364']","['MNT-07427', 'MNT-14453']",-1,5241056,URGENTE
245,Vandalismo,2024-07-27,Abierta,['907-22-6752'],['MNT-13104'],-1,33309,POCO URGENTE
246,Mal funcionamiento,2024-07-31,Abierta,['241-80-5078'],['MNT-10638'],-1,7889428,POCO URGENTE
247,Mal funcionamiento,2024-05-21,Cerrada,"['704-42-3411', '680-73-1573', '413-51-9652']",['MNT-10645'],-1,3580771,MUY URGENTE
248,Vandalismo,2024-07-16,Abierta,"['515-25-4324', '809-05-9468']",['MNT-01064'],-1,4731239,URGENTE
249,Mal funcionamiento,2024-08-02,Cerrada,"['714-59-0710', '466-05-3516']","['MNT-08218', 'MNT-08374']",67,9397951,URGENTE
250,Rotura,2024-07-22,Cerrada,"['630-97-7517', '328-44-5494']",['MNT-04381'],-1,21893,URGENTE
251,Desgaste,2023-11-17,Abierta,['359-87-4384'],['MNT-07589'],-1,5250490,POCO URGENTE
252,Mal funcionamiento,2024-08-15,Cerrada,['552-64-5966'],['MNT-04256'],-1,5000219,POCO URGENTE
253,Rotura,2024-09-20,Abierta,"['215-69-4654', '254-87-9195']",['MNT-06076'],-1,5108172,URGENTE
254,Rotura,2024-01-14,Cerrada,"['210-74-6960', '308-46-4157', '511-45-5342']",['MNT-14764'],203,7024246,MUY URGENTE
255,Desgaste,2024-04-20,Cerrada,"['082-26-0878', '744-27-5948', '916-97-8886']",['MNT-08194'],102,9288549,MUY URGENTE
256,Vandalismo,2024-06-28,Abierta,"['109-89-0502', '296-43-3824', '949-61-3857']","['MNT-01955', 'MNT-03591', 'MNT-11987']",-1,9191624,MUY URGENTE
257,Vandalismo,2024-04-15,Cerrada,"['834-54-5708', '486-68-9543', '037-38-3608']",['MNT-14660'],116,9271300,MUY URGENTE
258,Mal funcionamiento,2024-02-03,Cerrada,"['845-40-4850', '259-31-6045', '845-40-7598']",['MNT-11312'],188,59764,MUY URGENTE
259,Vandalismo,2024-05-19,Abierta,['908-00-9229'],['MNT-10556'],-1,9433293,POCO URGENTE
260,Vandalismo,2024-02-06,Abierta,"['939-52-3865', '252-66-1363', '899-69-0478']","['MNT-07092', 'MNT-11539']",-1,4749949,MUY URGENTE
261,Vandalismo,2024-01-22,Cerrada,"['666-47-6491', '546-88-7217', '359-91-7006']",['MNT-06394'],76,4749933,MUY URGENTE
262,Vandalismo,2024-04-04,Abierta,['546-46-3686'],['MNT-08775'],-1,8987305,POCO URGENTE
263,Desgaste,2024-07-07,Cerrada,['622-69-8849'],['MNT-05304'],47,34861,POCO URGENTE
264,Rotura,2024-08-05,Cerrada,['516-54-5377'],['MNT-02904'],-1,9536341,POCO URGENTE
265,Desgaste,2024-04-20,Cerrada,"['266-62-9254', '020-04-8201', '354-57-4284']","['MNT-01742', 'MNT-14010']",-1,53091,MUY URGENTE
266,Rotura,2024-04-01,Abierta,['364-09-9042'],['MNT-07555'],-1,19728,POCO URGENTE
267,Mal funcionamiento,2023-12-07,Abierta,['128-94-2803'],['MNT-13141'],-1,25038,POCO URGENTE
268,Desgaste,2024-01-30,Abierta,"['679-27-8776', '593-81-2295', '636-73-2770']",['MNT-06031'],-1,20503,MUY URGENTE
269,Desgaste,2024-05-30,Cerrada,"['317-59-9842', '876-80-0191']",['MNT-06297'],-1,59038,URGENTE
270,Vandalismo,2024-05-28,Abierta,['556-01-9324'],['MNT-12008'],-1,3576356,POCO URGENTE
271,Rotura,2024-03-05,Abierta,"['933-79-7522', '570-60-1091']",['MNT-04611'],-1,19434,URGENTE
272,Desgaste,2024-09-22,Abierta,"['554-40-3305', '844-06-6042']",['MNT-01532'],-1,3575589,URGENTE
273,Desgaste,2023-11-19,Abierta,"['102-99-6624', '016-11-0505', '438-40-3067']",['MNT-08947'],-1,20143,MUY URGENTE
274,Rotura,2024-09-29,Cerrada,['314-02-1194'],['MNT-01186'],6,9391783,POCO URGENTE
275,Mal funcionamiento,2024-03-24,Abierta,['505-30-4051'],['MNT-03178'],-1,7247732,POCO URGENTE
276,Rotura,2024-08-20,Cerrada,"['092-70-0241', '617-98-7825', '745-40-3149']",['MNT-01203'],42,35241,MUY URGENTE
277,Rotura,2023-12-04,Abierta,"['254-17-9200', '465-63-9065']",['MNT-06269'],-1,9407627,URGENTE
278,Desgaste,2024-03-24,Abierta,['408-42-0612'],['MNT-06027'],-1,21479,POCO URGENTE
279,Mal funcionamiento,2023-11-04,Abierta,"['973-97-9814', '294-55-2511', '386-78-8491']",['MNT-06188'],-1,19764,MUY URGENTE
280,Desgaste,2024-08-13,Cerrada,"['323-15-6457', '149-68-7937']",['MNT-03059'],-1,8976384,URGENTE
281,Vandalismo,2023-11-22,Cerrada,['661-33-5619'],['MNT-11922'],61,18876,POCO URGENTE
282,Vandalismo,2024-04-29,Abierta,['290-17-3796'],"['MNT-11254', 'MNT-14093']",-1,58107,POCO URGENTE
283,Rotura,2023-11-06,Abierta,"['829-99-2627', '690-39-4985', '332-10-5747']",['MNT-03276'],-1,3565660,MUY URGENTE
284,Rotura,2024-09-10,Cerrada,"['087-05-8772', '601-46-5956', '772-50-1904']",['MNT-06584'],-1,33963,MUY URGENTE
285,Mal funcionamiento,2024-07-01,Cerrada,"['899-41-5279', '706-89-6262', '921-60-5646']",['MNT-14822'],-1,9494165,MUY URGENTE
286,Mal funcionamiento,2023-11-29,Abierta,"['693-95-3599', '801-44-8498', '799-85-2772']","['MNT-00800', 'MNT-06358']",-1,5133171,MUY URGENTE
287,Vandalismo,2024-09-09,Cerrada,"['854-01-1658', '849-09-8804']",['MNT-01236'],-1,7859240,URGENTE
288,Desgaste,2024-03-16,Abierta,"['038-94-8332', '475-13-4254', '205-69-7018']","['MNT-09598', 'MNT-12651']",-1,7107753,MUY URGENTE
289,Desgaste,2023-12-02,Cerrada,['562-19-2187'],['MNT-06873'],196,6778283,POCO URGENTE
290,Desgaste,2024-11-10,Abierta,['092-00-2589'],['MNT-03809'],-1,33998,POCO URGENTE
291,Rotura,2023-11-25,Abierta,"['797-44-0928', '697-71-6455', '377-94-5948']","['MNT-08851', 'MNT-10761']",-1,7125256,MUY URGENTE
292,Vandalismo,2024-08-30,Abierta,"['986-48-1472', '255-47-8286', '889-80-5713']",['MNT-00034'],-1,21749,MUY URGENTE
293,Mal funcionamiento,2024-05-24,Cerrada,['864-35-3807'],['MNT-08818'],135,20636,POCO URGENTE
294,Vandalismo,2023-10-23,Cerrada,['598-77-6579'],['MNT-14819'],300,4985743,POCO URGENTE
295,Desgaste,2024-02-28,Abierta,['418-94-3505'],['MNT-06651'],-1,5195576,POCO URGENTE
296,Mal funcionamiento,2024-08-23,Abierta,"['074-12-1942', '886-72-5197', '457-21-3953']",['MNT-14682'],-1,59599,MUY URGENTE
297,Desgaste,2023-10-19,Abierta,['870-97-0337'],['MNT-11961'],-1,9180721,POCO URGENTE
298,Mal funcionamiento,2024-07-09,Abierta,"['834-21-1410', '702-46-1298', '697-85-2663']",['MNT-07216'],-1,20390,MUY URGENTE
299,Desgaste,2024-06-20,Cerrada,"['081-33-0808', '132-42-2684']",['MNT-00987'],-1,34826,URGENTE
300,Mal funcionamiento,2024-06-27,Cerrada,"['105-77-5465', '116-73-6504', '409-45-1300']","['MNT-06168', 'MNT-10272']",-1,57981,MUY URGENTE
301,Desgaste,2024-10-01,Abierta,['179-18-2765'],"['MNT-00710', 'MNT-07639']",-1,19478,POCO URGENTE
302,Rotura,2023-12-25,Cerrada,['442-65-1949'],['MNT-07886'],119,20607,POCO URGENTE
303,Mal funcionamiento,2024-03-05,Abierta,"['197-71-4142', '037-73-5122', '530-21-9840']",['MNT-02719'],-1,7602203,MUY URGENTE
304,Vandalismo,2024-04-01,Abierta,"['734-99-4684', '213-95-8703']",['MNT-05347'],-1,9494597,URGENTE
305,Vandalismo,2024-02-18,Cerrada,"['179-63-9808', '502-02-6662']",['MNT-10595'],189,3567817,URGENTE
306,Mal funcionamiento,2024-04-12,Abierta,['159-40-5926'],['MNT-08730'],-1,34075,POCO URGENTE
307,Vandalismo,2024-07-21,Cerrada,"['454-52-0766', '280-62-2915']",['MNT-00765'],-1,4737891,URGENTE
308,Mal funcionamiento,2024-05-07,Cerrada,"['538-12-6517', '155-06-1796', '043-64-3191']",['MNT-08959'],-1,3566874,MUY URGENTE
309,Vandalismo,2024-02-16,Abierta,"['602-03-1664', '147-50-0341']",['MNT-08132'],-1,53056,URGENTE
310,Vandalismo,2023-12-28,Abierta,['160-91-0453'],"['MNT-02112', 'MNT-11757']",-1,58875,POCO URGENTE
311,Vandalismo,2024-08-07,Abierta,['096-58-1468'],['MNT-12719'],-1,7212412,POCO URGENTE
312,Vandalismo,2023-11-22,Abierta,"['055-11-7491', '757-10-7998', '197-83-8049']",['MNT-04056'],-1,9288661,MUY URGENTE
313,Mal funcionamiento,2024-01-01,Cerrada,"['593-28-1463', '306-25-1863', '535-50-0905']",['MNT-07446'],125,9182990,MUY URGENTE
314,Rotura,2024-09-01,Abierta,['927-72-9530'],['MNT-06380'],-1,52248,POCO URGENTE
315,Mal funcionamiento,2024-02-12,Cerrada,"['351-14-5876', '163-56-3154']","['MNT-01497', 'MNT-06346']",156,59508,URGENTE
316,Mal funcionamiento,2024-07-25,Abierta,['197-60-9711'],['MNT-14442'],-1,59987,POCO URGENTE
317,Desgaste,2024-12-05,Abierta,"['560-92-4692', '045-85-1947']",['MNT-04248'],-1,9187334,URGENTE
318,Desgaste,2024-05-14,Abierta,"['891-85-4446', '254-61-5659', '014-14-0644']",['MNT-01358'],-1,21678,MUY URGENTE
319,Rotura,2024-07-31,Cerrada,"['665-21-6981', '116-65-9334']",['MNT-14311'],-1,4963705,URGENTE
320,Rotura,2024-02-10,Cerrada,['853-33-3261'],"['MNT-01228', 'MNT-05569']",215,5658796,POCO URGENTE
321,Mal funcionamiento,2024-05-18,Abierta,"['467-60-3084', '830-67-4076']",['MNT-03167'],-1,35058,URGENTE
322,Desgaste,2024-06-11,Abierta,"['290-89-2769', '998-38-2592']","['MNT-04162', 'MNT-07685']",-1,3530345,URGENTE
323,Vandalismo,2023-11-03,Abierta,"['210-69-7560', '064-76-8007']","['MNT-05129', 'MNT-11083']",-1,59501,URGENTE
324,Mal funcionamiento,2024-04-29,Abierta,['630-81-6658'],['MNT-12584'],-1,21294,POCO URGENTE
325,Rotura,2023-10-15,Abierta,['420-51-9943'],['MNT-10574'],-1,5658187,POCO URGENTE
326,Vandalismo,2024-08-04,Cerrada,"['359-75-6058', '065-70-5779', '261-05-7926']",['MNT-06406'],-1,34873,MUY URGENTE
327,Vandalismo,2024-01-06,Cerrada,"['859-47-0545', '599-74-8656', '094-76-6065']",['MNT-08371'],-1,5003514,MUY URGENTE
328,Desgaste,2024-04-13,Cerrada,['053-91-2605'],"['MNT-02642', 'MNT-12932']",-1,22545,POCO URGENTE
329,Vandalismo,2024-02-18,Abierta,"['982-37-3796', '458-10-1128']",['MNT-00190'],-1,53208,URGENTE
330,Desgaste,2024-05-04,Abierta,['756-12-6297'],"['MNT-00504', 'MNT-12418']",-1,9427406,POCO URGENTE
331,Desgaste,2024-07-04,Abierta,"['219-99-4951', '236-84-5106', '732-13-6410']",['MNT-00022'],-1,25582,MUY URGENTE
332,Vandalismo,2024-07-27,Cerrada,"['550-30-7486', '926-68-0103', '301-25-6988']",['MNT-07468'],33,3566873,MUY URGENTE
333,Desgaste,2024-08-12,Cerrada,['572-97-5101'],['MNT-02659'],-1,58010,POCO URGENTE
334,Vandalismo,2024-07-08,Cerrada,"['836-96-3846', '294-16-8118']",['MNT-11750'],-1,35051,URGENTE
335,Vandalismo,2024-03-11,Abierta,"['772-45-1594', '980-70-8235']","['MNT-02528', 'MNT-04445']",-1,9291633,URGENTE
336,Mal funcionamiento,2024-09-27,Abierta,"['100-74-9205', '759-83-8175', '479-05-1176']","['MNT-06088', 'MNT-07349', 'MNT-11380']",-1,7116366,MUY URGENTE
337,Mal funcionamiento,2024-05-31,Cerrada,['534-40-4833'],['MNT-00358'],-1,19369,POCO URGENTE
338,Rotura,2024-02-14,Cerrada,"['365-96-5751', '251-75-3243', '305-89-6733']","['MNT-12691', 'MNT-14141']",60,3532743,MUY URGENTE
339,Rotura,2024-08-19,Abierta,"['012-44-7679', '322-56-1953']","['MNT-04902', 'MNT-07611']",-1,9397685,URGENTE
340,Desgaste,2024-06-28,Cerrada,['176-58-1345'],['MNT-07096'],-1,9391939,POCO URGENTE
341,Mal funcionamiento,2024-03-21,Cerrada,"['810-98-7093', '412-13-3492']",['MNT-12939'],-1,9294651,URGENTE
342,Desgaste,2023-12-21,Abierta,['527-92-2589'],['MNT-08229'],-1,52995,POCO URGENTE
343,Desgaste,2023-10-26,Cerrada,"['500-16-2930', '376-33-9110']",['MNT-02029'],327,4988365,URGENTE
344,Mal funcionamiento,2024-07-07,Cerrada,"['990-76-4251', '668-52-1770']",['MNT-04642'],-1,59122,URGENTE
345,Mal funcionamiento,2024-08-06,Abierta,"['490-19-1026', '353-88-3076']",['MNT-03586'],-1,3565856,URGENTE
346,Mal funcionamiento,2024-08-18,Abierta,['499-12-3033'],"['MNT-02642', 'MNT-12932']",-1,22545,POCO URGENTE
347,Rotura,2024-02-16,Abierta,"['697-74-4853', '634-01-3981', '602-03-1664']","['MNT-03208', 'MNT-08841']",-1,9295807,MUY URGENTE
348,Rotura,2023-10-23,Cerrada,['724-93-2993'],['MNT-06925'],376,6878832,POCO URGENTE
349,Mal funcionamiento,2024-05-03,Abierta,['458-48-7450'],['MNT-04471'],-1,9139419,POCO URGENTE
350,Rotura,2024-08-30,Abierta,"['562-51-6195', '757-96-7008']",['MNT-04213'],-1,34049,URGENTE
351,Vandalismo,2024-05-02,Abierta,['394-00-5301'],['MNT-10219'],-1,7861592,POCO URGENTE
352,Rotura,2024-10-09,Cerrada,"['703-36-0172', '630-84-3384']",['MNT-11313'],-1,7928437,URGENTE
353,Vandalismo,2024-04-17,Cerrada,['366-53-9810'],"['MNT-01014', 'MNT-08644']",21,3580281,POCO URGENTE
354,Mal funcionamiento,2023-12-25,Abierta,['329-98-1190'],"['MNT-04902', 'MNT-07611']",-1,9397685,POCO URGENTE
355,Mal funcionamiento,2024-01-26,Cerrada,"['818-45-3964', '610-76-5829']",['MNT-03407'],20,7182470,URGENTE
356,Vandalismo,2024-10-03,Abierta,"['804-78-3227', '661-43-9555', '297-12-3457']",['MNT-00518'],-1,9398209,MUY URGENTE
357,Desgaste,2024-04-14,Cerrada,"['894-92-9540', '171-84-7504']",['MNT-14663'],-1,9433289,URGENTE
358,Rotura,2024-01-16,Cerrada,"['938-09-9014', '523-87-5555']",['MNT-12509'],-1,59572,URGENTE
359,Mal funcionamiento,2024-03-13,Abierta,['279-62-8606'],['MNT-06599'],-1,5241124,POCO URGENTE
360,Vandalismo,2024-04-22,Abierta,"['307-63-8735', '252-66-1363', '942-60-7156']",['MNT-07949'],-1,3742193,MUY URGENTE
361,Desgaste,2024-03-28,Abierta,"['071-87-8731', '721-04-3678']",['MNT-07647'],-1,21282,URGENTE
362,Rotura,2023-11-23,Abierta,['151-30-3233'],['MNT-11004'],-1,59712,POCO URGENTE
363,Desgaste,2023-12-16,Cerrada,['997-84-7953'],['MNT-14682'],71,59599,POCO URGENTE
364,Mal funcionamiento,2024-01-31,Cerrada,"['942-02-9734', '901-98-4874']",['MNT-00286'],-1,3569233,URGENTE
365,Vandalismo,2024-04-01,Abierta,['436-63-7538'],['MNT-11750'],-1,35051,POCO URGENTE
366,Mal funcionamiento,2024-08-12,Cerrada,"['859-44-1070', '400-04-9068', '669-84-3016']","['MNT-02814', 'MNT-14642']",-1,3580737,MUY URGENTE
367,Mal funcionamiento,2024-07-19,Cerrada,"['939-33-6124', '116-95-2791', '711-33-4768']",['MNT-07313'],-1,58227,MUY URGENTE
368,Vandalismo,2024-05-05,Abierta,['451-97-5461'],['MNT-01221'],-1,9294731,POCO URGENTE
369,Desgaste,2024-05-22,Cerrada,"['870-54-8063', '436-41-0036']",['MNT-04598'],-1,5659247,URGENTE
370,Rotura,2024-06-07,Abierta,"['258-83-0473', '357-92-9625']","['MNT-13012', 'MNT-13713']",-1,8941070,URGENTE
371,Desgaste,2023-10-29,Cerrada,"['986-84-7865', '220-32-0711']",['MNT-01532'],155,3575589,URGENTE
372,Desgaste,2023-11-13,Abierta,"['011-33-8059', '811-98-6189', '321-73-2803']",['MNT-08798'],-1,7603149,MUY URGENTE
373,Mal funcionamiento,2024-01-14,Cerrada,"['809-99-6731', '866-87-6479']",['MNT-02739'],-1,3997080,URGENTE
374,Vandalismo,2024-08-10,Cerrada,"['602-52-6761', '907-08-8113']",['MNT-14903'],-1,5089675,URGENTE
375,Desgaste,2024-04-07,Cerrada,['559-08-6664'],['MNT-09558'],43,5174663,POCO URGENTE
376,Desgaste,2024-04-26,Cerrada,"['968-27-4035', '372-28-9340', '858-14-5364']",['MNT-12094'],57,3566825,MUY URGENTE
377,Mal funcionamiento,2024-03-19,Cerrada,"['894-28-8127', '770-38-7376']",['MNT-05340'],-1,53090,URGENTE
378,Desgaste,2024-06-29,Abierta,"['365-23-1486', '791-41-9096']",['MNT-14903'],-1,5089675,URGENTE
379,Mal funcionamiento,2024-09-03,Cerrada,"['547-78-2911', '291-85-9966']",['MNT-14494'],-1,9155792,URGENTE
380,Mal funcionamiento,2023-12-18,Cerrada,"['157-12-5002', '693-28-5928', '715-75-8117']",['MNT-04862'],13,9392199,MUY URGENTE
381,Rotura,2024-08-16,Abierta,['384-77-5446'],['MNT-04835'],-1,19862,POCO URGENTE
382,Rotura,2024-07-19,Cerrada,"['582-97-0913', '155-24-6243']",['MNT-09354'],-1,24670,URGENTE
383,Vandalismo,2024-05-16,Abierta,['707-55-2847'],['MNT-09014'],-1,20935,POCO URGENTE
384,Vandalismo,2024-07-19,Cerrada,['377-94-5948'],['MNT-05858'],-1,58367,POCO URGENTE
385,Desgaste,2024-01-13,Cerrada,"['254-30-8935', '027-83-3206', '682-09-9738']","['MNT-04152', 'MNT-05684']",233,32676,MUY URGENTE
386,Desgaste,2023-11-09,Cerrada,['277-82-9415'],['MNT-14892'],54,32747,POCO URGENTE
387,Vandalismo,2024-07-04,Abierta,"['340-55-7004', '110-01-1093']",['MNT-04793'],-1,3568800,URGENTE
388,Desgaste,2024-02-29,Abierta,['414-81-5353'],"['MNT-06300', 'MNT-07661']",-1,5249140,POCO URGENTE
389,Desgaste,2024-04-19,Abierta,"['300-00-0761', '643-55-1622']",['MNT-11118'],-1,3581538,URGENTE
390,Rotura,2024-01-27,Abierta,['373-48-0768'],"['MNT-05193', 'MNT-14801']",-1,20775,POCO URGENTE
391,Vandalismo,2023-11-02,Abierta,"['317-59-9842', '736-87-7193']",['MNT-14619'],-1,9494917,URGENTE
392,Rotura,2024-04-29,Abierta,"['337-99-0776', '844-57-5852', '047-72-0179']",['MNT-06789'],-1,9493140,MUY URGENTE
393,Mal funcionamiento,2024-09-17,Abierta,['918-02-3679'],['MNT-10439'],-1,59766,POCO URGENTE
394,Rotura,2024-01-15,Abierta,['627-59-1873'],['MNT-12865'],-1,21472,POCO URGENTE
395,Rotura,2024-07-18,Cerrada,"['729-48-9155', '797-04-6512', '709-59-6919']",['MNT-09859'],-1,20746,MUY URGENTE
396,Vandalismo,2023-10-28,Abierta,"['634-04-7469', '768-10-6245']","['MNT-08039', 'MNT-11158', 'MNT-13242']",-1,6878890,URGENTE
397,Vandalismo,2024-09-10,Cerrada,"['945-51-6477', '805-46-4942', '161-05-5834']",['MNT-01085'],-1,5173534,MUY URGENTE
398,Vandalismo,2024-03-21,Cerrada,"['677-95-6551', '847-44-2878', '525-59-1101']",['MNT-13982'],188,24918,MUY URGENTE
399,Rotura,2023-12-28,Cerrada,"['137-62-2365', '030-48-3933', '488-92-2085']",['MNT-03170'],-1,9285425,MUY URGENTE
400,Desgaste,2024-04-28,Abierta,"['716-95-9620', '302-46-1759', '779-99-5071']",['MNT-10171'],-1,9424309,MUY URGENTE
401,Mal funcionamiento,2024-06-12,Cerrada,"['729-25-9421', '125-37-3182', '812-19-5301']",['MNT-12971'],88,33629,MUY URGENTE
402,Rotura,2024-09-04,Abierta,['321-68-0919'],"['MNT-00536', 'MNT-12870']",-1,24987,POCO URGENTE
403,Rotura,2024-08-24,Abierta,"['176-62-9681', '282-32-7349']","['MNT-02323', 'MNT-09329', 'MNT-10517']",-1,7862444,URGENTE
404,Desgaste,2023-11-20,Cerrada,"['331-49-0029', '358-18-4485', '612-37-3694']",['MNT-01807'],-1,22013,MUY URGENTE
405,Vandalismo,2024-03-21,Cerrada,"['627-59-1873', '378-07-7393']",['MNT-04620'],175,5237095,URGENTE
406,Mal funcionamiento,2024-09-30,Cerrada,"['375-01-0537', '915-55-4834']",['MNT-09257'],-1,9176866,URGENTE
407,Rotura,2024-12-09,Cerrada,"['279-86-2000', '361-35-1201']","['MNT-05192', 'MNT-11291']",-1,52268,URGENTE
408,Rotura,2024-06-13,Abierta,"['426-37-4384', '554-58-9624']",['MNT-02696'],-1,9223983,URGENTE
409,Desgaste,2024-07-05,Cerrada,"['075-20-1956', '519-40-0800']","['MNT-06856', 'MNT-10724']",-1,3575771,URGENTE
410,Mal funcionamiento,2024-04-18,Cerrada,"['946-29-3273', '528-43-1569']",['MNT-02546'],-1,5658469,URGENTE
411,Vandalismo,2023-10-30,Cerrada,['545-13-7272'],['MNT-09351'],310,8225529,POCO URGENTE
412,Desgaste,2024-02-18,Cerrada,['552-64-5966'],['MNT-01548'],-1,22111,POCO URGENTE
413,Mal funcionamiento,2024-08-03,Cerrada,['754-63-5089'],['MNT-01006'],-1,19935,POCO URGENTE
414,Rotura,2024-06-26,Cerrada,"['392-32-3808', '825-30-9012', '343-83-8765']",['MNT-04020'],-1,3573455,MUY URGENTE
415,Mal funcionamiento,2024-09-26,Abierta,['046-89-5764'],['MNT-08798'],-1,7603149,POCO URGENTE
416,Vandalismo,2023-11-29,Abierta,"['223-08-2682', '853-62-8624']",['MNT-04981'],-1,32807,URGENTE
417,Rotura,2024-05-30,Cerrada,"['723-89-4908', '911-94-5297']",['MNT-07675'],15,32947,URGENTE
418,Desgaste,2024-02-03,Cerrada,['106-29-1680'],['MNT-06815'],23,7924208,POCO URGENTE
419,Desgaste,2023-10-25,Cerrada,"['764-34-5923', '564-49-2033', '060-85-1683']","['MNT-08190', 'MNT-09211']",294,20788,MUY URGENTE
420,Desgaste,2024-07-23,Cerrada,['448-99-2941'],['MNT-00939'],-1,59709,POCO URGENTE
421,Vandalismo,2024-08-26,Cerrada,"['996-53-5892', '582-53-2389', '777-11-6228']","['MNT-04384', 'MNT-05002']",-1,35143,MUY URGENTE
